"id","cidr","createdAt","createdBy","description","envTypeConfigId","envTypeId","hasConnections","indexId","instanceType","inWorkflow","loadBalancerId","name","outputs","projectId","provisionedProductId","rev","status","studyIds","studyRoles","terminationLocked","updatedAt","updatedBy"
"6e2441b1-443b-47f9-ac65-266b5b139733","103.58.74.194/32","2024-05-18T14:10:37.896Z","u-p3TrdGzgr35MBi52W1016","Breast Mammogram","Sagemaker-Large","prod-o5niatppdiag6-pa-npc2jrch7qrky","","research","ml.g5.4xlarge","false","","EMBEDNew","[{""M"":{""OutputKey"":{""S"":""CloudformationStackARN""},""OutputValue"":{""S"":""arn:aws:cloudformation:us-east-1:985832498708:stack/SC-985832498708-pp-36x6j35ztc7vg/b526f260-1520-11ef-a011-0affde05e37b""},""Description"":{""S"":""The ARN of the launched Cloudformation Stack""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionNotebookArn""},""OutputValue"":{""S"":""arn:aws:sagemaker:us-east-1:985832498708:notebook-instance/basicnotebookinstance-lgxf3mwlvgad""},""Description"":{""S"":""SageMaker Notebook Arn""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionPolicy""},""OutputValue"":{""S"":""presigned-url-access""},""Description"":{""S"":""Inline policy name that has use for creating presigned URL""}}},{""M"":{""OutputKey"":{""S"":""WorkspaceInstanceRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1716041566955-sagemaker-notebook-role""},""Description"":{""S"":""IAM role assumed by the SageMaker workspace instance""}}},{""M"":{""OutputKey"":{""S"":""NotebookInstanceName""},""OutputValue"":{""S"":""BasicNotebookInstance-lGXF3mwLvgaD""},""Description"":{""S"":""The name of the SageMaker notebook instance.""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1716041566955-presigned-url-sagemaker-notebook-role""},""Description"":{""S"":""IAM Role to use for creating presigned URL""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionRole""},""OutputValue"":{""S"":""analysis-1716041566955-presigned-url-sagemaker-notebook-role""},""Description"":{""S"":""IAM Role name to use for creating presigned URL""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionType""},""OutputValue"":{""S"":""SageMaker""},""Description"":{""S"":""Type of environment this connection is for""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionInfo""},""OutputValue"":{""S"":""BasicNotebookInstance-lGXF3mwLvgaD""},""Description"":{""S"":""The name of the SageMaker notebook instance.""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionName""},""OutputValue"":{""S"":""SageMaker Notebook""},""Description"":{""S"":""Name for this connection""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionScheme""},""OutputValue"":{""S"":""https""},""Description"":{""S"":""Protocol for connection 1""}}}]","PAIR2","pp-36x6j35ztc7vg","10","STOPPING_FAILED","[{""S"":""pair-fahmi-khalifa""}]","{""pair-fahmi-khalifa"":{""S"":""arn:aws:iam::985832498708:role/swb-Ara2fqbEjt9GaJlwkjrASU-fs-1712329989000""}}","","2024-12-09T19:50:54.629Z","u-74cq57xq1gBAHm-UxlT8M"
"3c8a3cd1-f13f-4eae-b6ba-df6fa40158ff","143.215.56.226/32","2024-09-05T22:53:15.757Z","u-2BAJwa6vuFtXVGEB4ZXcc","windows workspace for demo.","windows-small","prod-wksgqqvm6wm5g-pa-bzz3ktzzlpmeg","","research","t3.medium","false","","aim-ahead-cyliao-windows","[{""M"":{""OutputKey"":{""S"":""CloudformationStackARN""},""OutputValue"":{""S"":""arn:aws:cloudformation:us-east-1:985832498708:stack/SC-985832498708-pp-cl6vjehv6jcke/f23687f0-6bd9-11ef-992e-0affe7dd3333""},""Description"":{""S"":""The ARN of the launched Cloudformation Stack""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspacePublicIp""},""OutputValue"":{""S"":""54.92.159.236""},""Description"":{""S"":""Public IP address of the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspaceDnsName""},""OutputValue"":{""S"":""ec2-54-92-159-236.compute-1.amazonaws.com""},""Description"":{""S"":""Public DNS name of the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1Name""},""OutputValue"":{""S"":""RDP to EC2 Windows Instance""},""Description"":{""S"":""Name of the connection""}}},{""M"":{""OutputKey"":{""S"":""WorkspaceInstanceRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1725576926195-ec2-role""},""Description"":{""S"":""IAM role assumed by the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1InstanceId""},""OutputValue"":{""S"":""i-0d3356ce5b174f002""},""Description"":{""S"":""EC2 Windows Instance Id""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspaceInstanceId""},""OutputValue"":{""S"":""i-0d3356ce5b174f002""},""Description"":{""S"":""Instance Id for the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1Scheme""},""OutputValue"":{""S"":""rdp""},""Description"":{""S"":""Protocol for connection""}}}]","Consortium-Development-Project","pp-cl6vjehv6jcke","6","STOPPING_FAILED","[{""S"":""CDP-garcia-shared""}]","{""CDP-garcia-shared"":{""S"":""arn:aws:iam::985832498708:role/swb-Ara2fqbEjt9GaJlwkjrASU-fs-1701972443523""}}","","2024-12-09T19:50:47.132Z","u-74cq57xq1gBAHm-UxlT8M"
"1d341658-20cc-482b-8940-4d7994d41950","128.146.83.107/32","2024-06-28T20:18:30.350Z","u-HSljEO66gRW17AzJnrGvn","n/a","rstudio-large","prod-7rixzx2sygszm-pa-35hi6h7mizws4","","research","g4ad.4xlarge","false","9617c535-0940-47cf-9742-fb735b37189c","RforProject","[{""M"":{""OutputKey"":{""S"":""CloudformationStackARN""},""OutputValue"":{""S"":""arn:aws:cloudformation:us-east-1:985832498708:stack/SC-985832498708-pp-jfasmd6h5onw4/e3c59dc0-358b-11ef-a9fe-0affe1321de9""},""Description"":{""S"":""The ARN of the launched Cloudformation Stack""}}},{""M"":{""OutputKey"":{""S"":""NeedsALB""},""OutputValue"":{""S"":""true""},""Description"":{""S"":""Flag to specify environment requires ALB""}}},{""M"":{""OutputKey"":{""S"":""WorkspaceInstanceRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1719606038696-ec2-role""},""Description"":{""S"":""IAM role assumed by the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""InstanceSecurityGroupId""},""OutputValue"":{""S"":""sg-0ad3f33980ee10d36""},""Description"":{""S"":""EC2 Instance Security Group Id""}}},{""M"":{""OutputKey"":{""S"":""TargetGroupARN""},""OutputValue"":{""S"":""arn:aws:elasticloadbalancing:us-east-1:985832498708:targetgroup/analysis-1719606038696/0b0ea364aac21fb2""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspaceDnsName""},""OutputValue"":{""NULL"":true},""Description"":{""S"":""Public DNS name of the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1Name""},""OutputValue"":{""S"":""RStudio Notebook""},""Description"":{""S"":""Name for this connection""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1Scheme""},""OutputValue"":{""S"":""https""},""Description"":{""S"":""Protocol for connection 1""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1InstanceId""},""OutputValue"":{""S"":""i-06e578086c5d056b2""},""Description"":{""S"":""EC2 Linux Instance Id""}}},{""M"":{""OutputKey"":{""S"":""MaxCountALBDependentWorkspaces""},""OutputValue"":{""S"":""100""},""Description"":{""S"":""Maximum number of ALB dependent Workspaces""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspacePrivateIp""},""OutputValue"":{""S"":""10.128.10.88""},""Description"":{""S"":""Private IP address of the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspaceInstanceId""},""OutputValue"":{""S"":""i-06e578086c5d056b2""},""Description"":{""S"":""Instance Id for the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1Type""},""OutputValue"":{""S"":""RStudioV2""},""Description"":{""S"":""Type of environment this connection is for""}}},{""M"":{""OutputKey"":{""S"":""ListenerRuleARN""},""OutputValue"":{""S"":""arn:aws:elasticloadbalancing:us-east-1:985832498708:listener-rule/app/analysis-1697738075242/e4549b32669cf866/93bd1d12165ffa38/ba7871da962e1a93""},""Description"":{""S"":""ARN of the listener rule created by code""}}}]","Consortium-Development-Project","pp-jfasmd6h5onw4","7","STOPPING_FAILED","[]","","","2024-12-09T19:50:51.593Z","u-74cq57xq1gBAHm-UxlT8M"
"9849f2b0-6d8f-41df-83f8-dd01403de50d","73.234.89.170/32","2024-09-19T01:39:28.880Z","u-qEl-hfPpgSN8awbdtz7JU","An environment to download files from OCHIN's sFTP site and upload it to RDS.","windows-small","prod-wksgqqvm6wm5g-pa-bzz3ktzzlpmeg","","research","t3.medium","false","","OCHIN-sFTP6","[{""M"":{""OutputKey"":{""S"":""CloudformationStackARN""},""OutputValue"":{""S"":""arn:aws:cloudformation:us-east-1:985832498708:stack/SC-985832498708-pp-v5yygwt5q7bxo/50e0bd90-7628-11ef-83f4-0afff326cfdb""},""Description"":{""S"":""The ARN of the launched Cloudformation Stack""}}},{""M"":{""OutputKey"":{""S"":""WorkspaceInstanceRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1726710097788-ec2-role""},""Description"":{""S"":""IAM role assumed by the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspaceInstanceId""},""OutputValue"":{""S"":""i-0791a376a64a54b06""},""Description"":{""S"":""Instance Id for the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1Name""},""OutputValue"":{""S"":""RDP to EC2 Windows Instance""},""Description"":{""S"":""Name of the connection""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspacePublicIp""},""OutputValue"":{""S"":""54.211.171.236""},""Description"":{""S"":""Public IP address of the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspaceDnsName""},""OutputValue"":{""S"":""ec2-54-211-171-236.compute-1.amazonaws.com""},""Description"":{""S"":""Public DNS name of the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1InstanceId""},""OutputValue"":{""S"":""i-0791a376a64a54b06""},""Description"":{""S"":""EC2 Windows Instance Id""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1Scheme""},""OutputValue"":{""S"":""rdp""},""Description"":{""S"":""Protocol for connection""}}}]","Admin","pp-v5yygwt5q7bxo","6","STOPPING_FAILED","[]","","","2024-11-25T15:41:15.444Z","u-qEl-hfPpgSN8awbdtz7JU"
"d00e5184-f661-4dfc-9b83-d56f3bb6fc46","209.6.133.55/32","2024-10-28T13:12:23.130Z","u-1C8h0BPxkRF2n6fVwbjSt","test","linux-medium","prod-eawoj7gbea2iy-pa-fn2v4j4v6tizi","","0","m5.2xlarge","false","","paul-ec2","[{""M"":{""OutputKey"":{""S"":""CloudformationStackARN""},""OutputValue"":{""S"":""arn:aws:cloudformation:us-east-1:985832498708:stack/SC-985832498708-pp-ohb7j3sartsns/92ad7450-952e-11ef-9835-0affeef06bdf""},""Description"":{""S"":""The ARN of the launched Cloudformation Stack""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspaceDnsName""},""OutputValue"":{""S"":""ec2-52-90-106-180.compute-1.amazonaws.com""},""Description"":{""S"":""Public DNS name of the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1Name""},""OutputValue"":{""S"":""SSH to Main EC2 instance""},""Description"":{""S"":""Name for connection""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspaceInstanceId""},""OutputValue"":{""S"":""i-09e546a36cc366134""},""Description"":{""S"":""Instance Id for the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1InstanceId""},""OutputValue"":{""S"":""i-09e546a36cc366134""},""Description"":{""S"":""EC2 Linux Instance Id""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspacePublicIp""},""OutputValue"":{""S"":""52.90.106.180""},""Description"":{""S"":""Public IP address of the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""WorkspaceInstanceRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1730121271052-ec2-role""},""Description"":{""S"":""IAM role assumed by the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1Scheme""},""OutputValue"":{""S"":""ssh""},""Description"":{""S"":""Protocol for connection""}}}]","aim-ahead-swb-prod","pp-ohb7j3sartsns","6","STOPPING_FAILED","[]","","","2024-12-09T19:50:57.872Z","u-74cq57xq1gBAHm-UxlT8M"
"049c2ea1-ba63-4a6d-8c81-ea4474159d9e","24.147.255.3/32","2024-08-27T12:09:21.045Z","u-g_PQIckPiNpcWM198wbB0","test","test","prod-eawoj7gbea2iy-pa-zkvweif5dcvpc","","0","t3.medium","false","","test-keri-temp-linux","[{""M"":{""OutputKey"":{""S"":""CloudformationStackARN""},""OutputValue"":{""S"":""arn:aws:cloudformation:us-east-1:985832498708:stack/SC-985832498708-pp-ospxxiatih5ys/7f1489c0-646d-11ef-8226-1230df47d293""},""Description"":{""S"":""The ARN of the launched Cloudformation Stack""}}},{""M"":{""OutputKey"":{""S"":""WorkspaceInstanceRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1724760689758-ec2-role""},""Description"":{""S"":""IAM role assumed by the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspacePublicIp""},""OutputValue"":{""S"":""34.207.138.176""},""Description"":{""S"":""Public IP address of the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1Scheme""},""OutputValue"":{""S"":""ssh""},""Description"":{""S"":""Protocol for connection""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspaceDnsName""},""OutputValue"":{""S"":""ec2-34-207-138-176.compute-1.amazonaws.com""},""Description"":{""S"":""Public DNS name of the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspaceInstanceId""},""OutputValue"":{""S"":""i-0b3dec9c05659111f""},""Description"":{""S"":""Instance Id for the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1InstanceId""},""OutputValue"":{""S"":""i-0b3dec9c05659111f""},""Description"":{""S"":""EC2 Linux Instance Id""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1Name""},""OutputValue"":{""S"":""SSH to Main EC2 instance""},""Description"":{""S"":""Name for connection""}}}]","aim-ahead-swb-prod","pp-ospxxiatih5ys","10","STOPPING_FAILED","[{""S"":""CDP-cartwright-sagemaker-only""},{""S"":""CDP-cartwright-gsw""}]","{""CDP-cartwright-sagemaker-only"":{""S"":""arn:aws:iam::985832498708:role/swb-Ara2fqbEjt9GaJlwkjrASU-fs-1719255511623""},""CDP-cartwright-gsw"":{""S"":""arn:aws:iam::985832498708:role/swb-Ara2fqbEjt9GaJlwkjrASU-fs-1716229248860""}}","","2024-12-09T19:50:46.359Z","u-74cq57xq1gBAHm-UxlT8M"
"dabe475b-7b1c-4107-97ce-85154a78bb8f","108.174.83.107/32","2024-06-07T02:00:57.958Z","u-WJHcJjyCLrrPbuCCyOEtw","DFU","windows-small","prod-wksgqqvm6wm5g-pa-bzz3ktzzlpmeg","","research","t3.medium","false","","Diabetics","[{""M"":{""OutputKey"":{""S"":""CloudformationStackARN""},""OutputValue"":{""S"":""arn:aws:cloudformation:us-east-1:985832498708:stack/SC-985832498708-pp-opdgt7enbkxjy/17130990-2472-11ef-bdec-121e0280701b""},""Description"":{""S"":""The ARN of the launched Cloudformation Stack""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspaceDnsName""},""OutputValue"":{""S"":""ec2-54-81-83-188.compute-1.amazonaws.com""},""Description"":{""S"":""Public DNS name of the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""WorkspaceInstanceRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1717725788005-ec2-role""},""Description"":{""S"":""IAM role assumed by the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspaceInstanceId""},""OutputValue"":{""S"":""i-011a53132373392f9""},""Description"":{""S"":""Instance Id for the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1Scheme""},""OutputValue"":{""S"":""rdp""},""Description"":{""S"":""Protocol for connection""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspacePublicIp""},""OutputValue"":{""S"":""54.81.83.188""},""Description"":{""S"":""Public IP address of the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1InstanceId""},""OutputValue"":{""S"":""i-011a53132373392f9""},""Description"":{""S"":""EC2 Windows Instance Id""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1Name""},""OutputValue"":{""S"":""RDP to EC2 Windows Instance""},""Description"":{""S"":""Name of the connection""}}}]","Research-Fellowship","pp-opdgt7enbkxjy","2","STOPPING_FAILED","[]","","","2024-12-09T19:50:52.492Z","u-74cq57xq1gBAHm-UxlT8M"
"18602424-0672-4287-a1e1-055271e7ead1","99.74.182.76/32","2024-08-19T20:02:07.883Z","u-g_PQIckPiNpcWM198wbB0","test","test","prod-o5niatppdiag6-pa-npc2jrch7qrky","","0","ml.t3.medium","false","","dftest-sage","[{""M"":{""OutputKey"":{""S"":""CloudformationStackARN""},""OutputValue"":{""S"":""arn:aws:cloudformation:us-east-1:985832498708:stack/SC-985832498708-pp-cvmvzgab2g4ss/371e4320-5e66-11ef-a501-0affd7d5fcaf""},""Description"":{""S"":""The ARN of the launched Cloudformation Stack""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionScheme""},""OutputValue"":{""S"":""https""},""Description"":{""S"":""Protocol for connection 1""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionNotebookArn""},""OutputValue"":{""S"":""arn:aws:sagemaker:us-east-1:985832498708:notebook-instance/basicnotebookinstance-s2b2iz9hhg7l""},""Description"":{""S"":""SageMaker Notebook Arn""}}},{""M"":{""OutputKey"":{""S"":""NotebookInstanceName""},""OutputValue"":{""S"":""BasicNotebookInstance-S2b2Iz9Hhg7L""},""Description"":{""S"":""The name of the SageMaker notebook instance.""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1724097855233-presigned-url-sagemaker-notebook-role""},""Description"":{""S"":""IAM Role to use for creating presigned URL""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionInfo""},""OutputValue"":{""S"":""BasicNotebookInstance-S2b2Iz9Hhg7L""},""Description"":{""S"":""The name of the SageMaker notebook instance.""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionName""},""OutputValue"":{""S"":""SageMaker Notebook""},""Description"":{""S"":""Name for this connection""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionRole""},""OutputValue"":{""S"":""analysis-1724097855233-presigned-url-sagemaker-notebook-role""},""Description"":{""S"":""IAM Role name to use for creating presigned URL""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionPolicy""},""OutputValue"":{""S"":""presigned-url-access""},""Description"":{""S"":""Inline policy name that has use for creating presigned URL""}}},{""M"":{""OutputKey"":{""S"":""WorkspaceInstanceRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1724097855233-sagemaker-notebook-role""},""Description"":{""S"":""IAM role assumed by the SageMaker workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionType""},""OutputValue"":{""S"":""SageMaker""},""Description"":{""S"":""Type of environment this connection is for""}}}]","aim-ahead-swb-prod","pp-cvmvzgab2g4ss","2","STOPPING_FAILED","[{""S"":""testing-david-foster""}]","{""testing-david-foster"":{""S"":""arn:aws:iam::985832498708:role/swb-Ara2fqbEjt9GaJlwkjrASU-fs-1710197437413""}}","","2024-09-23T19:42:47.042Z","u-74cq57xq1gBAHm-UxlT8M"
"f15d0e3b-70f8-4b67-829e-27155715ca8d","68.42.72.189/32","2024-05-08T18:34:03.097Z","u--5Y9bWj5zqnIi_ViDt48G","This workspace is for accessing Windows remote desktop to sub set raw data and insert into personal database","windows-small","prod-wksgqqvm6wm5g-pa-bzz3ktzzlpmeg","","research","t3.medium","false","","RawDataAccess-Windows","[{""M"":{""OutputKey"":{""S"":""CloudformationStackARN""},""OutputValue"":{""S"":""arn:aws:cloudformation:us-east-1:985832498708:stack/SC-985832498708-pp-zfak35vskfotu/da2b1b40-0d69-11ef-a94a-12824f17df65""},""Description"":{""S"":""The ARN of the launched Cloudformation Stack""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspaceInstanceId""},""OutputValue"":{""S"":""i-0f8494ea552335d73""},""Description"":{""S"":""Instance Id for the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1Scheme""},""OutputValue"":{""S"":""rdp""},""Description"":{""S"":""Protocol for connection""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspaceDnsName""},""OutputValue"":{""S"":""ec2-18-234-38-45.compute-1.amazonaws.com""},""Description"":{""S"":""Public DNS name of the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspacePublicIp""},""OutputValue"":{""S"":""18.234.38.45""},""Description"":{""S"":""Public IP address of the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1Name""},""OutputValue"":{""S"":""RDP to EC2 Windows Instance""},""Description"":{""S"":""Name of the connection""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1InstanceId""},""OutputValue"":{""S"":""i-0f8494ea552335d73""},""Description"":{""S"":""EC2 Windows Instance Id""}}},{""M"":{""OutputKey"":{""S"":""WorkspaceInstanceRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1715193373255-ec2-role""},""Description"":{""S"":""IAM role assumed by the EC2 workspace instance""}}}]","Research-Fellowship-C2","pp-zfak35vskfotu","14","STOPPING_FAILED","[{""S"":""rfc2-ashley-beals""}]","{""rfc2-ashley-beals"":{""S"":""arn:aws:iam::985832498708:role/swb-Ara2fqbEjt9GaJlwkjrASU-fs-1701290456182""}}","","2024-07-03T17:57:56.858Z","u--5Y9bWj5zqnIi_ViDt48G"
"41a3e466-486c-4ba7-8c3f-4baa85f544e8","73.234.89.170/32","2024-07-11T23:04:01.818Z","u-qEl-hfPpgSN8awbdtz7JU","An environment to download files from OCHIN's sFTP site and upload it to RDS.","windows-small","prod-wksgqqvm6wm5g-pa-bzz3ktzzlpmeg","","research","t3.medium","false","","OCHIN-sFTP3","[{""M"":{""OutputKey"":{""S"":""CloudformationStackARN""},""OutputValue"":{""S"":""arn:aws:cloudformation:us-east-1:985832498708:stack/SC-985832498708-pp-sup2fwq43inqi/2cde95e0-3fda-11ef-bd6e-0eb941e743af""},""Description"":{""S"":""The ARN of the launched Cloudformation Stack""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1InstanceId""},""OutputValue"":{""S"":""i-08a4e07cbeb078e17""},""Description"":{""S"":""EC2 Windows Instance Id""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspacePublicIp""},""OutputValue"":{""S"":""54.225.12.87""},""Description"":{""S"":""Public IP address of the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspaceInstanceId""},""OutputValue"":{""S"":""i-08a4e07cbeb078e17""},""Description"":{""S"":""Instance Id for the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1Name""},""OutputValue"":{""S"":""RDP to EC2 Windows Instance""},""Description"":{""S"":""Name of the connection""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1Scheme""},""OutputValue"":{""S"":""rdp""},""Description"":{""S"":""Protocol for connection""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspaceDnsName""},""OutputValue"":{""S"":""ec2-54-225-12-87.compute-1.amazonaws.com""},""Description"":{""S"":""Public DNS name of the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""WorkspaceInstanceRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1720739173649-ec2-role""},""Description"":{""S"":""IAM role assumed by the EC2 workspace instance""}}}]","Admin","pp-sup2fwq43inqi","6","STOPPING_FAILED","[]","","","2024-08-13T16:59:17.251Z","u-qEl-hfPpgSN8awbdtz7JU"
"1d281e00-4b52-417c-8065-35805872ffa8","73.234.89.170/32","2024-08-15T23:33:46.907Z","u-qEl-hfPpgSN8awbdtz7JU","An environment to download files from OCHIN's sFTP site and upload it to RDS.","windows-small","prod-wksgqqvm6wm5g-pa-bzz3ktzzlpmeg","","research","t3.medium","false","","OCHIN-sFTP5","[{""M"":{""OutputKey"":{""S"":""CloudformationStackARN""},""OutputValue"":{""S"":""arn:aws:cloudformation:us-east-1:985832498708:stack/SC-985832498708-pp-bmxlzdagw7mpu/21aa62d0-5b5f-11ef-a626-0e0e5af04f43""},""Description"":{""S"":""The ARN of the launched Cloudformation Stack""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspacePublicIp""},""OutputValue"":{""S"":""107.20.112.173""},""Description"":{""S"":""Public IP address of the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspaceDnsName""},""OutputValue"":{""S"":""ec2-107-20-112-173.compute-1.amazonaws.com""},""Description"":{""S"":""Public DNS name of the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1InstanceId""},""OutputValue"":{""S"":""i-07d579e13f230d2df""},""Description"":{""S"":""EC2 Windows Instance Id""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1Name""},""OutputValue"":{""S"":""RDP to EC2 Windows Instance""},""Description"":{""S"":""Name of the connection""}}},{""M"":{""OutputKey"":{""S"":""WorkspaceInstanceRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1723764959410-ec2-role""},""Description"":{""S"":""IAM role assumed by the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspaceInstanceId""},""OutputValue"":{""S"":""i-07d579e13f230d2df""},""Description"":{""S"":""Instance Id for the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1Scheme""},""OutputValue"":{""S"":""rdp""},""Description"":{""S"":""Protocol for connection""}}}]","Admin","pp-bmxlzdagw7mpu","2","STOPPING_FAILED","[]","","","2024-09-19T01:37:56.593Z","u-qEl-hfPpgSN8awbdtz7JU"
